lineage,generation,id,fitness,lineage_fitness,lineage_avg_fitness,rounds_lasted,table_position,trait_aggressiveness,trait_risk_tolerance,trait_bluff_tendency,trait_adaptability,trait_position_awareness,trait_chip_size_awareness,action_fold,action_check,action_call,action_raise,action_all_in,action_bluff
cadd3edc-949,generation_3,2b159050,0.07999999999999996,0.05333333333333331,0.07027419547478642,3,5.0,0.7737499999999999,0.9275,0.71,0.20625,0.8200000000000001,0.10375,0,0,13,13,0,0
cadd3edc-949,generation_3,9acc3d3c,0.16874999999999996,0.07749999999999997,0.06981633433582822,4,5.0,0.7737499999999999,0.9275,0.71,0.20625,0.8200000000000001,0.10375,0,0,20,12,0,0
cadd3edc-949,generation_3,009e230a,0.5286322181534682,0.4574085804510804,0.07001853606383275,2775,5.0,0.83,0.93,0.7,0.16,0.9,0.06,0,0,10949,11057,0,0
cadd3edc-949,generation_3,68f95f4f,0.2575,0.10166666666666666,0.07995161412504423,6,5.0,0.7424999999999999,0.8600000000000001,0.73625,0.28500000000000003,0.71875,0.18875,0,0,21,18,0,0
cadd3edc-949,generation_3,92ec196d,0.3670042107324716,0.23508950254602423,0.08049449043858478,370,6.0,0.7175,0.925,0.72,0.2525,0.74,0.1475,0,0,1536,1471,0,0
cadd3edc-949,generation_3,8d0dce67,-0.0016666666666666913,0.029999999999999992,0.08426510048998576,3,6.0,0.66875,0.8125,0.64,0.31625000000000003,0.6,0.43875,0,0,14,13,0,0
cadd3edc-949,generation_4,abc7c670,0.24798231929277167,0.09658866354654183,0.0,641,0.0,0.7493749999999999,0.8712500000000001,0.6699999999999999,0.23812500000000003,0.75,0.24937499999999999,0,0,2601,2540,0,0
cadd3edc-949,generation_4,fd5032a5,0.44088372973791845,0.2794344796242993,0.09658866354654183,1886,0.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,8769,6711,0,0
cadd3edc-949,generation_4,fd5032a5,0.4411051709027169,0.2794836887720323,0.18801157158542056,1467,0.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,5783,5858,0,0
cadd3edc-949,generation_4,02cdec70,0.29466567607726596,0.10992570579494798,0.21850227731429114,673,0.0,0.693125,0.86875,0.6799999999999999,0.28437500000000004,0.6699999999999999,0.29312499999999997,0,0,3413,2210,0,0
cadd3edc-949,generation_4,5e81093b,0.14907894736842106,0.06868421052631576,0.19135813443445535,38,0.0,0.693125,0.86875,0.6799999999999999,0.28437500000000004,0.6699999999999999,0.29312499999999997,0,0,169,142,0,0
cadd3edc-949,generation_4,36baf0d1,0.21093749999999997,0.08687499999999997,0.16682334965282744,16,0.0,0.6968749999999999,0.81375,0.635,0.293125,0.64,0.416875,0,0,64,62,0,0
cadd3edc-949,generation_4,f7c57305,0.07999999999999996,0.05333333333333331,0.1534986247106895,3,0.0,0.7493749999999999,0.8712500000000001,0.6699999999999999,0.23812500000000003,0.75,0.24937499999999999,0,0,10,13,0,0
cadd3edc-949,generation_4,b4057db0,0.04749999999999999,0.04166666666666665,0.1391892973710672,6,0.0,0.6968749999999999,0.81375,0.635,0.293125,0.64,0.416875,0,0,28,26,0,0
cadd3edc-949,generation_4,4542db38,0.3064738646101114,0.11329048843187658,0.12699896853301712,1167,1.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,4682,4655,0,0
cadd3edc-949,generation_4,c0b087e6,-0.039166666666666676,0.021666666666666664,0.12547580407733483,2,1.0,0.83,0.93,0.7,0.16,0.9,0.06,0,0,7,11,0,0
cadd3edc-949,generation_4,ce8c75b2,0.14428571428571427,0.06761904761904759,0.11509489033626803,21,1.0,0.83,0.93,0.7,0.16,0.9,0.06,1,0,81,71,0,0
cadd3edc-949,generation_4,c9991288,-0.06000000000000002,0.013333333333333327,0.11077890463470254,3,1.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,14,14,0,0
cadd3edc-949,generation_4,8768dba4,-0.02750000000000001,0.024999999999999994,0.10265844035958845,2,1.0,0.83,0.93,0.7,0.16,0.9,0.06,0,0,10,11,0,0
cadd3edc-949,generation_4,a20b7f6d,0.2939024390243902,0.1097560975609756,0.09668471417808164,205,1.0,0.7737499999999999,0.9275,0.71,0.20625,0.8200000000000001,0.10375,0,0,837,816,0,0
cadd3edc-949,generation_4,009e230a,0.5707527801219051,0.5416497043879543,0.09761838441971693,2775,1.0,0.83,0.93,0.7,0.16,0.9,0.06,0,0,10949,11057,0,0
cadd3edc-949,generation_4,4d5e8a5c,-0.02250000000000001,0.02166666666666666,0.12722047241759943,6,2.0,0.693125,0.86875,0.6799999999999999,0.28437500000000004,0.6699999999999999,0.29312499999999997,0,0,33,11,0,0
cadd3edc-949,generation_4,1f218f94,0.2464583333333333,0.09624999999999997,0.12062335955816611,120,2.0,0.6968749999999999,0.81375,0.635,0.293125,0.64,0.416875,0,0,485,438,0,0
cadd3edc-949,generation_4,37838ded,0.06454545454545453,0.04545454545454544,0.11918963252533281,11,2.0,0.83,0.93,0.7,0.16,0.9,0.06,0,0,44,43,0,0
cadd3edc-949,generation_4,b7460652,-0.013125000000000005,0.023749999999999993,0.11509323879917795,8,2.0,0.7175,0.925,0.72,0.2525,0.74,0.1475,0,0,29,34,0,0
cadd3edc-949,generation_4,f2dda2d4,0.223644578313253,0.08969879518072287,0.1102856999150107,166,2.0,0.72125,0.87,0.675,0.26125,0.71,0.27125,0,0,694,659,0,0
cadd3edc-949,generation_4,525bad80,-0.0975,0.0049999999999999975,0.10925635467829631,2,2.0,0.6968749999999999,0.81375,0.635,0.293125,0.64,0.416875,0,0,12,11,0,0
cadd3edc-949,generation_4,834e602b,0.22195945945945944,0.08932432432432429,0.10429176636028219,74,2.0,0.7737499999999999,0.9275,0.71,0.20625,0.8200000000000001,0.10375,0,0,299,299,0,0
cadd3edc-949,generation_4,b575606e,-0.04125000000000001,0.017499999999999995,0.10361142808592047,4,2.0,0.7737499999999999,0.9275,0.71,0.20625,0.8200000000000001,0.10375,0,0,19,13,0,0
cadd3edc-949,generation_4,254d5be7,0.041190476190476166,0.03952380952380952,0.09986745295175002,7,3.0,0.7493749999999999,0.8712500000000001,0.6699999999999999,0.23812500000000003,0.75,0.24937499999999999,0,0,47,11,0,0
cadd3edc-949,generation_4,fca1dee1,0.05666666666666664,0.046666666666666655,0.09735313447558584,3,3.0,0.7493749999999999,0.8712500000000001,0.6699999999999999,0.23812500000000003,0.75,0.24937499999999999,0,0,15,10,0,0
cadd3edc-949,generation_4,9557be71,0.22304347826086954,0.08956521739130432,0.09532567576322908,115,3.0,0.7493749999999999,0.8712500000000001,0.6699999999999999,0.23812500000000003,0.75,0.24937499999999999,0,0,490,434,0,0
cadd3edc-949,generation_4,8aeae30f,0.3666691394658753,0.1303709198813056,0.0951041196720012,674,3.0,0.7737499999999999,0.9275,0.71,0.20625,0.8200000000000001,0.10375,0,0,2653,2693,0,0
cadd3edc-949,generation_4,701c6285,0.07374999999999998,0.04749999999999999,0.09641029745753099,20,3.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,88,75,0,0
cadd3edc-949,generation_4,d4897a2b,0.37108108108108107,0.13135135135135134,0.09466350111976203,185,3.0,0.7737499999999999,0.9275,0.71,0.20625,0.8200000000000001,0.10375,0,0,649,734,0,0
cadd3edc-949,generation_4,de95edb2,0.4307098214285714,0.24999107142857135,0.09592859940360994,350,3.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,1380,1396,0,0
cadd3edc-949,generation_4,5496fd8c,0.29945544554455444,0.11099009900990098,0.10106401513777531,202,3.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,807,805,0,0
cadd3edc-949,generation_4,995a7e95,0.1775,0.0772222222222222,0.10138421139171484,18,4.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,67,72,0,0
cadd3edc-949,generation_4,ae9b2af1,-0.0975,0.0049999999999999975,0.1006291492301682,2,4.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,10,12,0,0
cadd3edc-949,generation_4,9ce6a477,-0.030000000000000013,0.019999999999999993,0.0977312962231934,5,4.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,28,13,0,0
cadd3edc-949,generation_4,90094016,0.29486404833836855,0.10996978851963746,0.0954450816283936,1655,4.0,0.7737499999999999,0.9275,0.71,0.20625,0.8200000000000001,0.10375,0,0,6667,6621,0,0
cadd3edc-949,generation_4,33db6b55,0.2937771739130435,0.10972826086956519,0.09586007325385772,184,4.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,773,647,0,0
cadd3edc-949,generation_4,be654941,0.009999999999999981,0.033333333333333326,0.09624530068762736,3,4.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,15,13,0,0
cadd3edc-949,generation_4,e682b4e9,0.22388059701492535,0.08975124378109449,0.09454497724561942,201,4.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,812,800,0,0
cadd3edc-949,generation_4,9a27db62,0.10354166666666667,0.05708333333333332,0.09441882636497402,8,5.0,0.7737499999999999,0.9275,0.71,0.20625,0.8200000000000001,0.10375,2,0,45,12,0,0
cadd3edc-949,generation_4,cae39294,0.18583333333333332,0.07907407407407406,0.0934615060308294,54,5.0,0.7493749999999999,0.8712500000000001,0.6699999999999999,0.23812500000000003,0.75,0.24937499999999999,0,0,238,203,0,0
cadd3edc-949,generation_4,73fb103b,0.2948457847840987,0.10996572995202192,0.09310182023191052,1459,5.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,5857,5791,0,0
cadd3edc-949,generation_4,48d7baa0,0.2195121951219512,0.08878048780487802,0.09351313510313274,41,5.0,0.8228770144387261,0.8022261854646522,0.49874557000208936,0.5072899459636455,0.7282201736645624,0.3877104410935984,37,20,141,8,0,0
cadd3edc-949,generation_4,fd5032a5,0.440924405119835,0.2794435185980585,0.09340045302460287,1663,5.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,6695,6631,0,0
cadd3edc-949,generation_4,953056a5,0.09874999999999999,0.05749999999999998,0.0977270359449158,4,5.0,0.83,0.93,0.7,0.16,0.9,0.06,0,0,19,11,0,0
cadd3edc-949,generation_4,9442d041,-0.06000000000000002,0.013333333333333327,0.0968127851279859,3,5.0,0.693125,0.86875,0.6799999999999999,0.28437500000000004,0.6699999999999999,0.29312499999999997,0,0,15,11,0,0
cadd3edc-949,generation_4,ac7c5230,0.13249999999999995,0.06499999999999997,0.09495768619921585,10,5.0,0.7737499999999999,0.9275,0.71,0.20625,0.8200000000000001,0.10375,1,0,41,34,0,0
cadd3edc-949,generation_4,fd5032a5,0.44167781155015196,0.2796109422492401,0.09430643215140681,1175,6.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,4707,4683,0,0
cadd3edc-949,generation_4,ca6dec8f,0.3065468583599574,0.11330670926517569,0.09824908130242455,1878,6.0,0.83,0.93,0.7,0.16,0.9,0.06,0,0,7539,7509,0,0
cadd3edc-949,generation_5,fd5032a5,0.3740139340613348,0.3482844428500591,0.0,1559,0.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,6253,6212,0,0
cadd3edc-949,generation_5,0ece0629,-0.06000000000000002,0.013333333333333327,0.3482844428500591,3,0.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,10,13,0,0
cadd3edc-949,generation_5,ef65d8cc,0.12285714285714283,0.06285714285714285,0.1808088880916962,7,0.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,21,26,0,0
cadd3edc-949,generation_5,fd5032a5,0.4910613169560285,0.3816005770078544,0.14149163968017842,11493,0.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,45945,45956,0,0
cadd3edc-949,generation_5,5122c005,0.009999999999999981,0.033333333333333326,0.2015188740120974,3,0.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,10,13,0,0
cadd3edc-949,generation_5,5495fcc4,0.2927941176470588,0.10950980392156862,0.16788176587634457,102,0.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,424,407,0,0
cadd3edc-949,generation_5,1e15a394,0.009999999999999981,0.033333333333333326,0.1581531055505486,3,0.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,14,14,0,0
cadd3edc-949,generation_5,910aba81,0.01916666666666665,0.03833333333333332,0.14032170951951783,2,1.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,11,12,0,0
cadd3edc-949,generation_5,26e8794e,0.3065263048450821,0.11330214181742564,0.12757316249624479,1603,1.0,0.8018749999999999,0.92875,0.705,0.18312499999999998,0.8600000000000001,0.081875,0,0,6396,6410,0,0
cadd3edc-949,generation_5,df088139,0.06892857142857142,0.04642857142857142,0.12598749353193153,14,1.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,55,57,0,0
cadd3edc-949,generation_5,05e60894,-0.06000000000000002,0.013333333333333327,0.11803160132159554,3,1.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,14,16,0,0
cadd3edc-949,generation_5,16960d32,0.009999999999999981,0.033333333333333326,0.10851357695902625,3,1.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,12,15,0,0
cadd3edc-949,generation_5,4808bac4,0.293828125,0.10973958333333331,0.10224855665688519,192,1.0,0.83,0.93,0.7,0.16,0.9,0.06,0,0,782,763,0,0
cadd3edc-949,generation_5,91a4b7e5,-0.04125000000000001,0.017499999999999995,0.10282478947815042,4,1.0,0.83,0.93,0.7,0.16,0.9,0.06,0,0,18,14,0,0
cadd3edc-949,generation_5,c05a9edc,0.09874999999999999,0.05749999999999998,0.09673016165828253,4,1.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,18,17,0,0
cadd3edc-949,generation_5,aa51258f,-0.039166666666666676,0.021666666666666664,0.09411481754773036,2,2.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,11,11,0,0
cadd3edc-949,generation_5,a07438b5,0.3673846633416458,0.13052992518703238,0.08958680811766387,1604,2.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,6483,6345,0,0
cadd3edc-949,generation_5,58d12b24,0.29389162561576354,0.10975369458128077,0.0919952267688032,203,2.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,1103,627,0,0
cadd3edc-949,generation_5,0fd78018,0.29497755610972565,0.10999501246882792,0.09298180831394083,10025,2.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,40220,40089,0,0
cadd3edc-949,generation_5,ef49398b,0.12999999999999998,0.06444444444444443,0.09387724011156648,9,2.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,50,27,0,0
cadd3edc-949,generation_5,119e74e0,0.21796874999999996,0.08843749999999997,0.09240560032821038,32,2.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,132,128,0,0
cadd3edc-949,generation_5,f1683fc7,0.22433234421364984,0.08985163204747772,0.09221664316972417,337,3.0,0.7493749999999999,0.87125,0.6699999999999999,0.238125,0.75,0.249375,0,0,1468,1240,0,0
cadd3edc-949,generation_5,87ccf1af,-0.06000000000000002,0.013333333333333327,0.0921091426641675,3,3.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,16,13,0,0
cadd3edc-949,generation_5,24590693,-0.06000000000000002,0.013333333333333327,0.08868410747587037,3,3.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,17,11,0,0
cadd3edc-949,generation_5,9901abca,0.059999999999999984,0.04444444444444443,0.08554449188659798,9,3.0,0.83,0.93,0.7,0.16,0.9,0.06,0,0,38,37,0,0
cadd3edc-949,generation_5,be0e2ffb,0.2947054973821989,0.10993455497382199,0.08390048998891184,764,3.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,3082,3044,0,0
cadd3edc-949,generation_5,5b700c20,0.11499999999999996,0.06333333333333331,0.08490180018063914,3,4.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,15,11,0,0
cadd3edc-949,generation_5,b0e6a2f3,0.05666666666666664,0.046666666666666655,0.08410296807518337,3,4.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,12,13,0,0
cadd3edc-949,generation_5,fd5032a5,0.42074378445211474,0.36163181701097313,0.08276595731059351,2773,4.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,12866,7786,0,0
cadd3edc-949,generation_5,a448e991,0.3705147058823529,0.1312254901960784,0.0923820214381928,204,4.0,0.83,0.93,0.7,0.16,0.9,0.06,0,0,825,813,0,0
cadd3edc-949,generation_5,5d3d6ac1,0.2089285714285714,0.0864285714285714,0.09367680373012233,14,4.0,0.83,0.93,0.7,0.16,0.9,0.06,0,0,65,60,0,0
cadd3edc-949,generation_5,07ab1417,0.3664705882352941,0.1303267973856209,0.093442989784911,765,4.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,3101,3055,0,0
cadd3edc-949,generation_5,9b7ef8ff,-0.0975,0.0049999999999999975,0.09459560877243318,2,5.0,0.8018749999999999,0.92875,0.705,0.18312499999999998,0.8600000000000001,0.081875,0,0,14,12,0,0
cadd3edc-949,generation_5,a335128d,-0.0016666666666666913,0.029999999999999992,0.09188059032478368,3,5.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,11,13,0,0
cadd3edc-949,generation_5,b131cc97,0.14796874999999998,0.06843749999999998,0.09006057296229004,32,5.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,130,129,0,0
cadd3edc-949,generation_5,bf120980,0.028749999999999984,0.03749999999999999,0.08944277087765319,4,5.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,19,17,0,0
cadd3edc-949,generation_5,066ab554,0.2216417910447761,0.08925373134328356,0.08799991613105171,67,5.0,0.83,0.93,0.7,0.16,0.9,0.06,0,0,273,272,0,0
cadd3edc-949,generation_5,7f1bda68,0.37082901554404146,0.13129533678756475,0.0880338030286796,193,5.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,778,764,0,0
cadd3edc-949,generation_5,353a81b6,0.37592233009708736,0.1324271844660194,0.0891722644433871,103,5.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,426,407,0,0
cadd3edc-949,generation_5,e6c75ae3,0.22075471698113205,0.08905660377358487,0.09028136495678793,53,5.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,220,197,0,0
cadd3edc-949,generation_5,b66bd3e2,0.3059970238095238,0.11318452380952378,0.09025074592720786,336,6.0,0.83,0.93,0.7,0.16,0.9,0.06,0,0,1346,1345,0,0
cadd3edc-949,generation_5,3a7cfcd8,-0.06000000000000002,0.013333333333333327,0.09081010636336191,3,6.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,18,11,0,0
cadd3edc-949,generation_6,c9929ec5,0.11499999999999996,0.06333333333333331,0.0,3,0.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,12,11,0,0
cadd3edc-949,generation_6,fec39a9a,0.10999999999999999,0.059999999999999984,0.06333333333333331,5,0.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,32,12,0,0
cadd3edc-949,generation_6,87f35ff3,0.64625,0.19249999999999995,0.06166666666666665,4,0.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,13,14,0,0
cadd3edc-949,generation_6,10329a56,0.24333333333333332,0.09555555555555553,0.10527777777777775,45,1.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,198,170,0,0
cadd3edc-949,generation_6,a615a06e,-0.02750000000000001,0.024999999999999994,0.1028472222222222,2,1.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,12,12,0,0
cadd3edc-949,generation_6,b0c79701,0.3754166666666666,0.1323148148148148,0.08727777777777776,108,1.0,0.6309769854659306,0.6955336415646561,0.7396648171723355,0.5880893579001827,0.8370454965009198,0.23763621455778505,0,0,436,432,0,0
cadd3edc-949,generation_6,6f288259,0.009999999999999981,0.033333333333333326,0.09478395061728394,3,1.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,12,13,0,0
cadd3edc-949,generation_6,2cfc0407,0.05666666666666664,0.046666666666666655,0.08600529100529099,3,2.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,15,11,0,0
cadd3edc-949,generation_6,7d0656e9,-0.0975,0.0049999999999999975,0.08108796296296295,2,3.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,9,10,0,0
cadd3edc-949,generation_6,e26bdbaa,0.36841772151898733,0.13075949367088605,0.07263374485596706,395,3.0,0.75125,0.84375,0.6475,0.24250000000000002,0.7350000000000001,0.31125,0,0,1483,1562,0,0
cadd3edc-949,generation_6,fd5032a5,0.45765317809489464,0.4354506042965329,0.07844631973745896,2773,3.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,12866,7786,0,0
cadd3edc-949,generation_6,e14b264d,-0.0975,0.0049999999999999975,0.11090125469737476,2,3.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,15,12,0,0
cadd3edc-949,generation_6,d6e2d77b,0.2964003212206384,0.1103111824934752,0.10207615013926019,4981,3.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,19938,19916,0,0
cadd3edc-949,generation_6,79704d45,0.21599999999999997,0.08799999999999997,0.1027096141665075,25,3.0,0.7775,0.8725,0.665,0.21500000000000002,0.79,0.2275,0,0,153,36,0,0
cadd3edc-949,generation_6,353a81b6,0.4313545280916759,0.2506871982598546,0.10165892744032841,366,4.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,1403,1459,0,0
cadd3edc-949,generation_6,fd5032a5,0.5370908708368894,0.4735228773478145,0.11159414549496348,11535,5.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,46107,46112,0,0
cadd3edc-949,generation_6,9aad5600,0.03999999999999998,0.039999999999999994,0.13421469123576665,5,5.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,22,22,0,0
cadd3edc-949,generation_6,09d825bf,-0.06000000000000002,0.013333333333333327,0.1286726505748392,3,5.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,13,13,0,0
cadd3edc-949,generation_6,46264039,-0.0975,0.0049999999999999975,0.12226491072808887,2,5.0,0.75125,0.84375,0.6475,0.24250000000000002,0.7350000000000001,0.31125,0,0,12,12,0,0
cadd3edc-949,generation_7,04616ca6,-0.0975,0.0049999999999999975,0.0,2,0.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,9,11,0,0
cadd3edc-949,generation_7,56ca385c,0.24783333333333332,0.09655555555555553,0.0049999999999999975,450,0.0,0.8121706430796818,0.4442986497724075,0.7288194746754049,0.14360947151648107,0.5610698628405397,0.2354018828517076,38,0,1807,1682,0,0
cadd3edc-949,generation_7,d51f42fd,0.29496134684762065,0.10999141041058236,0.05077777777777777,5821,0.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,23402,23272,0,0
cadd3edc-949,generation_7,fd5032a5,0.5781385374564436,0.556325606822618,0.07051565532204597,8242,0.0,0.8993412861593636,0.07359729954481509,0.8276389493508097,0.01721894303296212,0.4421397256810795,0.07580376570341518,14,0,28440,30125,0,0
cadd3edc-949,generation_7,1f6bdf4f,0.36754524886877826,0.13056561085972848,0.19196814319718897,442,1.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,1727,1768,0,0
cadd3edc-949,generation_7,8df6272b,0.22418772563176892,0.08981949458483751,0.17968763672969687,277,1.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,1133,1103,0,0
cadd3edc-949,generation_7,d55706ba,0.01916666666666665,0.03833333333333332,0.16470961303888698,2,2.0,0.8121706430796818,0.4442986497724075,0.7288194746754049,0.14360947151648107,0.5610698628405397,0.2354018828517076,0,0,9,9,0,0
cadd3edc-949,generation_7,61a7e73a,0.21374999999999997,0.08749999999999997,0.14665585879523646,20,2.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,98,74,0,0
cadd3edc-949,generation_7,336959b0,0.1389285714285714,0.0664285714285714,0.1392613764458319,14,2.0,0.8121706430796818,0.4442986497724075,0.7288194746754049,0.14360947151648107,0.5610698628405397,0.2354018828517076,1,0,56,51,0,0
cadd3edc-949,generation_7,87f35ff3,0.309502358490566,0.2627783018867924,0.13116884255502517,106,3.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,426,403,0,0
cadd3edc-949,generation_7,749714f4,0.22255434782608696,0.0894565217391304,0.1443297884882019,92,3.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,363,361,0,0
cadd3edc-949,generation_7,7f803a5d,-0.02750000000000001,0.024999999999999994,0.13934130969283176,2,3.0,0.8121706430796818,0.4442986497724075,0.7288194746754049,0.14360947151648107,0.5610698628405397,0.2354018828517076,0,0,9,9,0,0
cadd3edc-949,generation_7,3c709acd,0.009999999999999981,0.033333333333333326,0.1298128672184291,3,3.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,15,16,0,0
cadd3edc-949,generation_7,735f7baf,0.29601073122036436,0.11022460693785874,0.12239136461188327,8014,3.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,34919,28853,0,0
cadd3edc-949,generation_7,e5d8aec7,0.306263440860215,0.11324372759856628,0.12152231049231009,558,4.0,0.8121706430796818,0.4442986497724075,0.7288194746754049,0.14360947151648107,0.5610698628405397,0.2354018828517076,4,0,2421,2082,0,0
cadd3edc-949,generation_7,2ab48e47,0.009999999999999981,0.033333333333333326,0.1209704049660605,3,4.0,0.8121706430796818,0.4442986497724075,0.7288194746754049,0.14360947151648107,0.5610698628405397,0.2354018828517076,0,0,13,13,0,0
cadd3edc-949,generation_7,cb04035f,-0.0975,0.0049999999999999975,0.11549308798901506,2,4.0,0.8121706430796818,0.4442986497724075,0.7288194746754049,0.14360947151648107,0.5610698628405397,0.2354018828517076,0,0,11,12,0,0
cadd3edc-949,generation_7,0d8d924c,-0.06000000000000002,0.013333333333333327,0.10899349457789652,3,4.0,0.725,0.815,0.63,0.27,0.68,0.395,0,0,16,13,0,0
cadd3edc-949,generation_7,fd5032a5,0.5783077290835996,0.5566475892620664,0.10367904117542079,12449,4.0,0.8993412861593636,0.07359729954481509,0.8276389493508097,0.01721894303296212,0.4421397256810795,0.07580376570341518,13,0,44670,45874,0,0
